text,text_with_marker,Sentiment,Regard,SDG16_danger_score,danger_label
"Okay, what are you after?  Giving me all this good stuff hahahahaha  Thanks brother, you're a star :)","Okay, what are you after?  Giving me all this good stuff hahahahaha  Thanks brother, you're a star :)",positive,positive,0.0007,
Glenn Thrush accused of sexual misconduct. Wouldn't surprise me one bit. This is the guy who called himself a hack to Pedosta & emailed his article for approval.   ,Glenn Thrush accused of sexual misconduct. Wouldn't surprise me one bit. This is the guy who called himself a hack to Pedosta & emailed his article for approval.   ,negative,negative,0.0011,
Four Women Accuse New York Attorney General Schneiderman of Physical Abuse; Alleged Champion of Women’s Rights  ,Four Women Accuse New York Attorney General Schneiderman of Physical Abuse; Alleged Champion of Women’s Rights  ,neutral,negative,0.0013,
"Jesus: You're giving people the wrong impression here.  Me: Did that bank draft clear yet?  JC: Uh, yes.  Me: Have fun.","Jesus: You're giving people the wrong impression here.  Me: Did that bank draft clear yet?  JC: Uh, yes.  Me: Have fun.",neutral,negative,0.0007,
"They say it's bad to speak ill of the dead. So as far as McCain goes, I'll say the truth: warmonger. He'd wake up every night, shouting BOMB THEM! Never met a country that wouldn't look better with bombs falling on it. Lockheed paid tribute to him!","They say it's bad to speak ill of the dead. So as far as McCain goes, I'll say the truth: warmonger. He'd wake up every night, shouting BOMB THEM! Never met a country that wouldn't look better with bombs falling on it. Lockheed paid tribute to him!",negative,negative,0.0013,
"What if when I open my ""All & Mentions"" folders in a separate window they refresh themselves when I get a message? (Like the little notice that pops up when we get a message but in the actual window itself)... Like a live feed?","What if when I open my ""All & Mentions"" folders in a separate window they refresh themselves when I get a message? (Like the little notice that pops up when we get a message but in the actual window itself)... Like a live feed?",neutral,neutral,0.0006,
These sick New World Order fucks are actually drugging and molesting a child right before your very eyes.  ,These sick New World Order fucks are actually drugging and molesting a child right before your very eyes.  ,negative,negative,0.0018,
Coincidence that Mueller confidant NY AG Schneiderman goes down not ten days after Mueller rejects Giuliani/Trump offer for interview? ,Coincidence that Mueller confidant NY AG Schneiderman goes down not ten days after Mueller rejects Giuliani/Trump offer for interview? ,neutral,negative,0.0008,
"I think though, the issue with that committee that was commissioned by POTUS was trying to get each state to provide their voter rolls and then there were alot of Blue States that vowed against sharing. Claimed voter privacy but in reality was hiding their schemes. We'd find out they registered illegals, death folks, prisoners, double dippers voting.","I think though, the issue with that committee that was commissioned by POTUS was trying to get each state to provide their voter rolls and then there were alot of Blue States that vowed against sharing. Claimed voter privacy but in reality was hiding their schemes. We'd find out they registered illegals, death folks, prisoners, double dippers voting.",negative,negative,0.0034,
A revolution? Nah kiddo you're going to get chewed up by the generation before you who fought around the world and held it together.,A revolution? Nah kiddo you're going to get chewed up by the generation before you who fought around the world and held it together.,negative,negative,0.0006,
"And you're using a silly meme to prove what, exactly??","And you're using a silly meme to prove what, exactly??",negative,negative,0.0602,potentially expressed_hostility
Recreational Pot Is Officially Legal in California - The New York Times  ,Recreational Pot Is Officially Legal in California - The New York Times  ,neutral,negative,0.0006,
"The Grand Plan Of The JEWS, Ireland 2040, The Couldenhove Kerlergi Plan, Babara Spectere etc","The Grand Plan Of The JEWS, Ireland 2040, The Couldenhove Kerlergi Plan, Babara Spectere etc",neutral,neutral,0.0005,
"'Rasputin Treatment' - when a tv / movie villain is so evil the good guy can't just shoot them. The bad guy has to fall out of a plane, land on a sharp post, have a gasoline truck crash into him, which then explodes.","'Rasputin Treatment' - when a tv / movie villain is so evil the good guy can't just shoot them. The bad guy has to fall out of a plane, land on a sharp post, have a gasoline truck crash into him, which then explodes.",negative,negative,0.9827,potentially threatening_content
What's wrong with that? It's History you know. Mary Beard told me so and she has a vagina from Oxford.,What's wrong with that? It's History you know. Mary Beard told me so and she has a vagina from Oxford.,negative,negative,0.0011,
"#CensorshipIsElectionMeddling #BigTechCartel colluding with China and #DNC to rig #MidTerms, #MSM is complicit. Time for #PresidentTrump to bring down the hammer on the Big Tech Cartel.","#CensorshipIsElectionMeddling #BigTechCartel colluding with China and #DNC to rig #MidTerms, #MSM is complicit. Time for #PresidentTrump to bring down the hammer on the Big Tech Cartel.",negative,negative,0.0007,
"Very good....one wonders how long it will be until they are,  once again,  viewed as the ""white devils""? ","Very good....one wonders how long it will be until they are,  once again,  viewed as the ""white devils""? ",neutral,other,0.0009,
@FkeBld thank you for your follow,@FkeBld thank you for your follow,positive,neutral,0.0008,
Newest addition to the family.,Newest addition to the family.,positive,neutral,0.0006,
"@naaazeee John Paterson at Brighton's Law Court.  WATCH ""HELLSTORM"" on YouTube.  Published on 3 Sep 2015  Footage of John Paterson's visit to Brighton's Law Court on Thursday 3rd September 2015. Accompanied by members of Abel Danger and his supporters .. ","@naaazeee John Paterson at Brighton's Law Court.  WATCH ""HELLSTORM"" on YouTube.  Published on 3 Sep 2015  Footage of John Paterson's visit to Brighton's Law Court on Thursday 3rd September 2015. Accompanied by members of Abel Danger and his supporters .. ",neutral,negative,0.0006,
will italians ever recover?,will italians ever recover?,neutral,neutral,0.0008,
Omg you have one picture hahah ,Omg you have one picture hahah ,positive,neutral,0.0007,
Acai Ivory Bicone Rosary  … #CatholicGab,Acai Ivory Bicone Rosary  … #CatholicGab,neutral,neutral,0.0009,
"According to the Meyers Konversations-Lexikon (1885–90), peoples included in the Mongoloid race are North Mongol, Chinese & Indochinese, Japanese & Korean, Tibetan & Burmese, Malay, Polynesian, Maori, Micronesian, Eskimo, and Native American.[17]   ","According to the Meyers Konversations-Lexikon (1885–90), peoples included in the Mongoloid race are North Mongol, Chinese & Indochinese, Japanese & Korean, Tibetan & Burmese, Malay, Polynesian, Maori, Micronesian, Eskimo, and Native American.[17]   ",neutral,neutral,0.0009,
"""You can thank #BHO & his wolves for #USA's division & lawlessness""  Big #Truth there, no way to escape it.","""You can thank #BHO & his wolves for #USA's division & lawlessness""  Big #Truth there, no way to escape it.",negative,negative,0.0007,
Twitter advanced search is hiding tweets of politicians. Same tweets can be found on Google Search on chrome and Duck Duck Go on ToR. See for yourself.   'Nancy Gilmore' is called a 'retired engineer' by Fresno Bee. 3/30/2018 #maga #gabfam @a @Amy @Microchip,Twitter advanced search is hiding tweets of politicians. Same tweets can be found on Google Search on chrome and Duck Duck Go on ToR. See for yourself.   'Nancy Gilmore' is called a 'retired engineer' by Fresno Bee. 3/30/2018 #maga #gabfam @a @Amy @Microchip,negative,neutral,0.0008,
Yesterday I confused liberals with the philosophy of how opinions work and how facts can be easily disproved. I triggered 2 men who were incapable of comprehending that everyones opinion is THEIR opinion.     Not sure why liberals love shaming opinions.   Tell liberals their opinions are wrong: 2pt each,Yesterday I confused liberals with the philosophy of how opinions work and how facts can be easily disproved. I triggered 2 men who were incapable of comprehending that everyones opinion is THEIR opinion.     Not sure why liberals love shaming opinions.   Tell liberals their opinions are wrong: 2pt each,negative,negative,0.0013,
"I'm of Irish decent. Kind of hard to find any fault in St. Pat's Day. It's a rather sedate/pleasant holiday. Being irked by St. Patrick's Day I find to be a bit odd. To each their own, I guess....","I'm of Irish decent. Kind of hard to find any fault in St. Pat's Day. It's a rather sedate/pleasant holiday. Being irked by St. Patrick's Day I find to be a bit odd. To each their own, I guess....",negative,negative,0.0009,
"Don't put God in a box, Amazing  Atheist.  & ","Don't put God in a box, Amazing  Atheist.  & ",neutral,positive,0.0012,
"Ones to watch out for. Steem, Ong, Lite. Dash already in good biz.","Ones to watch out for. Steem, Ong, Lite. Dash already in good biz.",positive,neutral,0.0005,
I knew about Patton and the US Army via a movie.  Here is more: ,I knew about Patton and the US Army via a movie.  Here is more: ,neutral,neutral,0.0006,
Congratulations! Trump is now THE SWAMP. Republicans are no better than democrats the swamps are eating Americans alive. 50 years from now kiss this country bye bye if it stays like this ruled by the swamps.,Congratulations! Trump is now THE SWAMP. Republicans are no better than democrats the swamps are eating Americans alive. 50 years from now kiss this country bye bye if it stays like this ruled by the swamps.,negative,negative,0.0006,
FARMLANDS (2018) Official Documentary   #GabFam #Gab #BritFam #UK,FARMLANDS (2018) Official Documentary   #GabFam #Gab #BritFam #UK,neutral,neutral,0.0008,
"Tulsi Gabbard is basically an out-and-out socialist and open-borders zealot. That's not crazy enough for modern D's, though. You have to also want war with Russia. And the poor girl just couldn't get her mind right on that issue.","Tulsi Gabbard is basically an out-and-out socialist and open-borders zealot. That's not crazy enough for modern D's, though. You have to also want war with Russia. And the poor girl just couldn't get her mind right on that issue.",negative,negative,0.0009,
"English NOT REALLY your mother tongue, right faggot?","English NOT REALLY your mother tongue, right faggot?",negative,negative,0.9927,potentially threatening_content
@support    I notice the Profile and Live Topics links are backwards in the app. Try tapping on each and see what happens :),@support    I notice the Profile and Live Topics links are backwards in the app. Try tapping on each and see what happens :),neutral,neutral,0.0006,
Thank you for sharing this. I can tell the ones that are doing this when I post things are under the same teaching I grew up under. Thank God my parents had their eyes opened and took us to a church where we were taught the right way. You are spot on with this post. God Bless!,Thank you for sharing this. I can tell the ones that are doing this when I post things are under the same teaching I grew up under. Thank God my parents had their eyes opened and took us to a church where we were taught the right way. You are spot on with this post. God Bless!,positive,positive,0.0007,
"Pay attention to how the media have all conspired to use the term 'credibly accused'. This is their way of saying 'with zero evidence' .  These are the games the MSM plays, anytime you see 'credibly accused' know they are lying to you, as usual.","Pay attention to how the media have all conspired to use the term 'credibly accused'. This is their way of saying 'with zero evidence' .  These are the games the MSM plays, anytime you see 'credibly accused' know they are lying to you, as usual.",negative,negative,0.0014,
"For the individual whose scruples arise from a selfish unwillingness to recognize duty, the categorical imperative is the only prescription.","For the individual whose scruples arise from a selfish unwillingness to recognize duty, the categorical imperative is the only prescription.",negative,negative,0.0079,
Kim Kardashian At The White House ,Kim Kardashian At The White House ,neutral,positive,0.0008,
"@EllenPeba Found ya, guuurrlll!! ❤️","@EllenPeba Found ya, guuurrlll!! ❤️",positive,neutral,0.0007,
Further proof that only dead Marxists are good Marxists.,Further proof that only dead Marxists are good Marxists.,negative,positive,0.0007,
Jesus was a Jew. Christianity only began with Paul several decades later.,Jesus was a Jew. Christianity only began with Paul several decades later.,neutral,negative,0.001,
 I was glad I found the site., I was glad I found the site.,positive,neutral,0.0012,
"John 3:3 King James Version (KJV) 3 Jesus answered and said unto him, Verily, verily, I say unto thee, Except a man be born again, he cannot see the kingdom of God.","John 3:3 King James Version (KJV) 3 Jesus answered and said unto him, Verily, verily, I say unto thee, Except a man be born again, he cannot see the kingdom of God.",neutral,neutral,0.0011,
#MerryChristmas everyone 🎄,#MerryChristmas everyone 🎄,positive,neutral,0.0009,
WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW  ,WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW WOW  ,positive,neutral,0.0009,
Focuses on The Deep State's Rats offering up their puppet Obama to Trump's Storm (6 min) ,Focuses on The Deep State's Rats offering up their puppet Obama to Trump's Storm (6 min) ,neutral,negative,0.0006,
The Glastonbury t'Oracle has spoken for Sunday 22nd April 2018.  Bringing you back to your centre  ,The Glastonbury t'Oracle has spoken for Sunday 22nd April 2018.  Bringing you back to your centre  ,neutral,neutral,0.0006,
@a‍ question about filtering/sorting your own feed: can you turn off reposts from people you follow? can you prioritize who you follow you want to see first in your feed? are there plans to do either of these if they're not yet possible?,@a‍ question about filtering/sorting your own feed: can you turn off reposts from people you follow? can you prioritize who you follow you want to see first in your feed? are there plans to do either of these if they're not yet possible?,neutral,neutral,0.0007,
The scale and structure of a democracy determine how well it functions. A one person-one vote system in a country of 300+million persons who have little in common would tend to be ineffective because opposed interests create legislative gridlock and uncertainty. Plus the USA is filled with dunces.,The scale and structure of a democracy determine how well it functions. A one person-one vote system in a country of 300+million persons who have little in common would tend to be ineffective because opposed interests create legislative gridlock and uncertainty. Plus the USA is filled with dunces.,negative,negative,0.0007,
It's more than drugs. It's an industry of evil that has via mass media normalized debauchery and corruption.,It's more than drugs. It's an industry of evil that has via mass media normalized debauchery and corruption.,negative,negative,0.9938,potentially threatening_content
There's no place like somebody else's home?,There's no place like somebody else's home?,neutral,neutral,0.0008,
SB2: 'Q's first days were not easy. At all.' #MAGA #DJT #CBTS #QANON  |  | ,SB2: 'Q's first days were not easy. At all.' #MAGA #DJT #CBTS #QANON  |  | ,negative,neutral,0.0007,
"""God has only chosen those whom he has chosen.""  Move over Sophocles (Ingraham).    Take it up with the apostle John (Jn 3:16).","""God has only chosen those whom he has chosen.""  Move over Sophocles (Ingraham).    Take it up with the apostle John (Jn 3:16).",neutral,positive,0.0007,
It's OK to be a Nazi!! ,It's OK to be a Nazi!! ,negative,negative,0.0009,
Hahaha  You do make me laugh grubby. Forensic - is that like how you ended up here in this sewer with the rest of the twitter rejects?  Lolzy,Hahaha  You do make me laugh grubby. Forensic - is that like how you ended up here in this sewer with the rest of the twitter rejects?  Lolzy,positive,negative,0.0005,
Jeff Flake is going to get Flaked.,Jeff Flake is going to get Flaked.,negative,negative,0.0006,
"Yes, this makes sense: 'Xi expected that the THREAT to take away the Summit would force the US to offer China concessions (economic). He NEVER expected that Trump would walk away.' ","Yes, this makes sense: 'Xi expected that the THREAT to take away the Summit would force the US to offer China concessions (economic). He NEVER expected that Trump would walk away.' ",neutral,negative,0.001,
Evangelical Fellowship of India says persecution of Christians is on the rise ,Evangelical Fellowship of India says persecution of Christians is on the rise ,negative,negative,0.0034,
"This is almost as scary as Pocahontas Warren running for POTUS  🤣😃😂  Bring it, asshole!  ","This is almost as scary as Pocahontas Warren running for POTUS  🤣😃😂  Bring it, asshole!  ",negative,negative,0.0028,
WTF it's impossible not to have a like on this one,WTF it's impossible not to have a like on this one,negative,neutral,0.0011,
I guess Trump did the one thing no one else would and agreed to end the multiple invasion simulator military drills we do on NKs boarder every year. To bad they have up their guns though.,I guess Trump did the one thing no one else would and agreed to end the multiple invasion simulator military drills we do on NKs boarder every year. To bad they have up their guns though.,negative,negative,0.0013,
"Not bad, I liked it.:  #marketing #network_marketing #Advertising #business #business_opportunity","Not bad, I liked it.:  #marketing #network_marketing #Advertising #business #business_opportunity",positive,neutral,0.0008,
Netherlands: School replaces Easter tradition with celebration of Islamic Sugar Holiday ,Netherlands: School replaces Easter tradition with celebration of Islamic Sugar Holiday ,neutral,neutral,0.0007,
NYT does defend (((dirty communists))),NYT does defend (((dirty communists))),negative,negative,0.3549,potentially threatening_content
"I'm so triggered. As an Asian, I will not stand by that privileged white woman saying that an Asian country has so utterly failed that any one in it will 'most likely get killed'. She's basically saying that Asians don't know how to run a country and provide common security to the people in it. #whitematriarchy","I'm so triggered. As an Asian, I will not stand by that privileged white woman saying that an Asian country has so utterly failed that any one in it will 'most likely get killed'. She's basically saying that Asians don't know how to run a country and provide common security to the people in it. #whitematriarchy",negative,negative,0.0009,
This a great movement and it makes me think of brian welch aka head formerly of the band korn who got a tattoo that says Jesus on his hand so he wouldnt masturbate anymore. Its very inspirational to act on a conviction by doing that,This a great movement and it makes me think of brian welch aka head formerly of the band korn who got a tattoo that says Jesus on his hand so he wouldnt masturbate anymore. Its very inspirational to act on a conviction by doing that,positive,positive,0.0007,
"Agree, we must use truthful words and illegals is that truthful word. The truth sets us free.","Agree, we must use truthful words and illegals is that truthful word. The truth sets us free.",neutral,negative,0.0008,
I would rather have the gorillas.... just saying...,I would rather have the gorillas.... just saying...,neutral,neutral,0.0008,
It was my pleasure----I like helping folks...,It was my pleasure----I like helping folks...,positive,positive,0.0006,
"NORTHCOM Commander: ""The U.S. Homeland Is No Longer A Sanctuary"" ","NORTHCOM Commander: ""The U.S. Homeland Is No Longer A Sanctuary"" ",neutral,other,0.0008,
Bill Maher is a dick... goes without saying. But he also has poor judgement. The Euro bankers are trying desperately to stop Deutsche Bank from failing on Trump's watch. Why? Because that will bring about the crash that fucks like Maher want. BUT... Trump will stop them from implementing their NWO shit.,Bill Maher is a dick... goes without saying. But he also has poor judgement. The Euro bankers are trying desperately to stop Deutsche Bank from failing on Trump's watch. Why? Because that will bring about the crash that fucks like Maher want. BUT... Trump will stop them from implementing their NWO shit.,negative,negative,0.0041,
Somewhere in between the physical universe and our own inner universe is the reality we experience.,Somewhere in between the physical universe and our own inner universe is the reality we experience.,neutral,neutral,0.0012,
Based Potato Niggers boycotting israel.  ,Based Potato Niggers boycotting israel.  ,negative,negative,0.0007,
"The Q phenom is either a masterful deception or an historic event. Either way it is fascinating, remarkably timely and relevant. Millions of people world-wide are tuning in. Possibly the mission has already been accomplished.","The Q phenom is either a masterful deception or an historic event. Either way it is fascinating, remarkably timely and relevant. Millions of people world-wide are tuning in. Possibly the mission has already been accomplished.",positive,positive,0.0012,
Not a huge @NewtGingrich Fan but he's spot on here.,Not a huge @NewtGingrich Fan but he's spot on here.,positive,other,0.0027,
"The future seems pretty bleak, huh?","The future seems pretty bleak, huh?",negative,neutral,0.0007,
#Breaking - @AnnCoulter Claims to have Proof @Delta Targeted Her for Political Beliefs.    #ImWithAnn #MAGA #Trump  ,#Breaking - @AnnCoulter Claims to have Proof @Delta Targeted Her for Political Beliefs.    #ImWithAnn #MAGA #Trump  ,neutral,negative,0.0008,
"Gregg Jarrett’s new book is awesome, & I highly recommend it. Here’s an excerpt: “..if the gov’t becomes a lawbreaker, it breeds contempt for the law; it invites every man to become a law unto himself; it invites anarchy.” (Justice Brandeis) The FBI/DOJ fit this category! #Lied to the FISA court; lied from the beginning; still lying.  #VoteRED and stop this now.","Gregg Jarrett’s new book is awesome, & I highly recommend it. Here’s an excerpt: “..if the gov’t becomes a lawbreaker, it breeds contempt for the law; it invites every man to become a law unto himself; it invites anarchy.” (Justice Brandeis) The FBI/DOJ fit this category! #Lied to the FISA court; lied from the beginning; still lying.  #VoteRED and stop this now.",positive,other,0.7042,potentially threatening_content
"Just Posted March 21 Dr. Jerome Corsi Decodes Latest QANON Posts #958 thru #960 ZUCKERBERG and FACEBOOK  … DECODE Live Stream from today's @CBTS_stream Zuck PR campaign Won't Work, says #QAnon FB=CIA/NSA dashboard. FB=GOTVdata DNC @realDonaldTrump @POTUS","Just Posted March 21 Dr. Jerome Corsi Decodes Latest QANON Posts #958 thru #960 ZUCKERBERG and FACEBOOK  … DECODE Live Stream from today's @CBTS_stream Zuck PR campaign Won't Work, says #QAnon FB=CIA/NSA dashboard. FB=GOTVdata DNC @realDonaldTrump @POTUS",neutral,neutral,0.0008,
The British people are at war with the invading third world,The British people are at war with the invading third world,negative,negative,0.0007,
So much for Florida being a pro-gun state.  I just love knee jerk reactions.  The law of unintended consequences strikes again: ,So much for Florida being a pro-gun state.  I just love knee jerk reactions.  The law of unintended consequences strikes again: ,negative,negative,0.0007,
"I remember my childhood days.  I'm surprised I was able to survive them.  I would jump out of the hayloft with a cape while playing superman.  I did fall out of an old elm tree while acting like a monkey.  If I had a long tail, I would have been okay.  LOL!","I remember my childhood days.  I'm surprised I was able to survive them.  I would jump out of the hayloft with a cape while playing superman.  I did fall out of an old elm tree while acting like a monkey.  If I had a long tail, I would have been okay.  LOL!",positive,negative,0.0008,
"It's OK, I just found out - 'He's a literal civic nationalist who says white identity doesn't exist'. What a pathetic cuck! He's got a weak, cucky voice too - African jizz coated larynx.","It's OK, I just found out - 'He's a literal civic nationalist who says white identity doesn't exist'. What a pathetic cuck! He's got a weak, cucky voice too - African jizz coated larynx.",negative,negative,0.9945,potentially threatening_content
"As far as I know, the reason for all the data breaches is to cause panic, it's a plan to make the current internet seem unsafe, so when a so called ""Internet 2.0"" comes out people will use it. It's a ('premeditated') 'Problem, Reaction, Solution'.","As far as I know, the reason for all the data breaches is to cause panic, it's a plan to make the current internet seem unsafe, so when a so called ""Internet 2.0"" comes out people will use it. It's a ('premeditated') 'Problem, Reaction, Solution'.",negative,negative,0.003,
"Jamie Bennhas a hat trick, and it is still in the first period. Dallas up 4 to 0. #gostars","Jamie Bennhas a hat trick, and it is still in the first period. Dallas up 4 to 0. #gostars",neutral,neutral,0.0008,
Registrar search update. Response from Gandi.net. Are they converging? Weasel words.,Registrar search update. Response from Gandi.net. Are they converging? Weasel words.,negative,negative,0.0006,
Police 'Cat-fish' A #Pedophile and the #Left is Outraged?  ,Police 'Cat-fish' A #Pedophile and the #Left is Outraged?  ,negative,negative,0.0046,
100 ISIS Terrorists Caught in Guatemala as Migrant Caravan of Military-Aged Males Marches to U.S.  via @gatewaypundit,100 ISIS Terrorists Caught in Guatemala as Migrant Caravan of Military-Aged Males Marches to U.S.  via @gatewaypundit,negative,negative,0.0006,
'Woops','Woops',neutral,neutral,0.0008,
Porn star prefers Trump over Obama.  ,Porn star prefers Trump over Obama.  ,negative,negative,0.0007,
"Uhm, probably the same people that were watching this: ","Uhm, probably the same people that were watching this: ",neutral,neutral,0.0007,
" ""...it’s a double standard – that it is okay for black people to unite, or any other people to unite, but it’s not okay if white people unite... It should be okay for white people to unite, especially if they feel that they have a problem that they need addressed and only if they unify can it be addressed."" - Glenn Danzig"," ""...it’s a double standard – that it is okay for black people to unite, or any other people to unite, but it’s not okay if white people unite... It should be okay for white people to unite, especially if they feel that they have a problem that they need addressed and only if they unify can it be addressed."" - Glenn Danzig",neutral,negative,0.0009,
Who yah be thank can save yo ass! ,Who yah be thank can save yo ass! ,negative,negative,0.0008,
"You wanna play politics?!  We'll play politics!  Louisiana AG, Jeff Landry blocks BofA/Citibank  from underwriting $600M state Bill over their anti 2A restricting public policies. 'We don't want social police in our guns.'  Standing O! #Gab #GabFam #SpeakFreely #Chat #Americans","You wanna play politics?!  We'll play politics!  Louisiana AG, Jeff Landry blocks BofA/Citibank  from underwriting $600M state Bill over their anti 2A restricting public policies. 'We don't want social police in our guns.'  Standing O! #Gab #GabFam #SpeakFreely #Chat #Americans",negative,negative,0.0008,
White man:   Stand up or die.  Imagine the earth as one country.  It is what (((they))) do.  Except it.  EMBRACE IT.    Imagine what you can do if you say this is MY COUNTRY.,White man:   Stand up or die.  Imagine the earth as one country.  It is what (((they))) do.  Except it.  EMBRACE IT.    Imagine what you can do if you say this is MY COUNTRY.,negative,neutral,0.0007,
See my comments to @evilmidget223. The article is linked on Drudge,See my comments to @evilmidget223. The article is linked on Drudge,neutral,neutral,0.2191,potentially threatening_content
This is how toddlers dance when they first attempt it shortly after walking and being able to recognize melody in music.,This is how toddlers dance when they first attempt it shortly after walking and being able to recognize melody in music.,neutral,neutral,0.0011,
2018 09 09 Connecting Consciousness - Simon Parkes.  ,2018 09 09 Connecting Consciousness - Simon Parkes.  ,neutral,neutral,0.0005,
Cessationism theology is a HUGE problem in the Body of Christ and it's almost always paired with the Once-Saved-Always-Saved theology which rejects Jesus' disclosure of the unpardonable sin. Those two theologies are often paired because they're TRAPS to keep the church POWERLESS!,Cessationism theology is a HUGE problem in the Body of Christ and it's almost always paired with the Once-Saved-Always-Saved theology which rejects Jesus' disclosure of the unpardonable sin. Those two theologies are often paired because they're TRAPS to keep the church POWERLESS!,negative,negative,0.0015,
I remember back when the left used to push for nationalism and ethnostates. the old marxist if you will. now we have social marxism which allows multiculturalism and feminist theory to flourish in our society trying to control everyone through scare tactics and authoritarian puritanism. we need the new right and the old left to fight together,I remember back when the left used to push for nationalism and ethnostates. the old marxist if you will. now we have social marxism which allows multiculturalism and feminist theory to flourish in our society trying to control everyone through scare tactics and authoritarian puritanism. we need the new right and the old left to fight together,negative,negative,0.0025,
"UK: 1,000 more children as young as 11 abused by Muslim rape gangs, police again did nothing ","UK: 1,000 more children as young as 11 abused by Muslim rape gangs, police again did nothing ",negative,negative,0.0008,
"You see they just DONT stop, the left is doing damage control while sinking and attacking and its not even making sense anymore.","You see they just DONT stop, the left is doing damage control while sinking and attacking and its not even making sense anymore.",negative,negative,0.0009,
"DONT BE SENDIN THAT DISGUSTING CREATURE HERE! i know we got the fairest haired pansy in politics fuking everything up for us now, but do you really hate us that much as to handicap us completely? cmon brothers and sisters.. we're on the same team","DONT BE SENDIN THAT DISGUSTING CREATURE HERE! i know we got the fairest haired pansy in politics fuking everything up for us now, but do you really hate us that much as to handicap us completely? cmon brothers and sisters.. we're on the same team",negative,negative,0.9451,potentially threatening_content
"You must not worship the LORD your God in their way, because in worshiping their gods, they do all kinds of detestable things the LORD hates. They even burn their sons and daughters in the fire as sacrifices to their gods.  Deuteronomy 12:31 ✝️ ","You must not worship the LORD your God in their way, because in worshiping their gods, they do all kinds of detestable things the LORD hates. They even burn their sons and daughters in the fire as sacrifices to their gods.  Deuteronomy 12:31 ✝️ ",negative,negative,0.2322,potentially threatening_content
Stuff like this needs to be down voted and rejected as being immoral expression.  ,Stuff like this needs to be down voted and rejected as being immoral expression.  ,negative,negative,0.0251,potentially expressed_hostility
"this is the wrong photo, everyone bought this bullshit, here's the real one:","this is the wrong photo, everyone bought this bullshit, here's the real one:",negative,negative,0.0014,
"Invasion, not 'migration' ","Invasion, not 'migration' ",neutral,neutral,0.0009,
"Hi everyone, I want to ask you to vote for me in the #RareGabby contest proposed by @a. I would very much like to be among the finalists ... This is the second meme I made and I think it was good. Help-me win!! 🐸👉🏻👉🏻🇧🇷😎","Hi everyone, I want to ask you to vote for me in the #RareGabby contest proposed by @a. I would very much like to be among the finalists ... This is the second meme I made and I think it was good. Help-me win!! 🐸👉🏻👉🏻🇧🇷😎",positive,positive,0.0007,
Yep!  And none have anything to do with PDJT thank God!!  I read all the court docs & they all have ZERO to do with PDJT!,Yep!  And none have anything to do with PDJT thank God!!  I read all the court docs & they all have ZERO to do with PDJT!,neutral,neutral,0.0006,
"Hilarious, the same jews that destroyed Germany's borders are causing their own extinction by importing muzzies that hate them. Karmic justice.","Hilarious, the same jews that destroyed Germany's borders are causing their own extinction by importing muzzies that hate them. Karmic justice.",negative,negative,0.0236,potentially expressed_hostility
"I just found out that @_Rev1972 passed away last night. He was a good man with many friends and family. I never met him in person, but I will still miss him.","I just found out that @_Rev1972 passed away last night. He was a good man with many friends and family. I never met him in person, but I will still miss him.",negative,positive,0.0013,
You can't fix STUPID with any schooling!,You can't fix STUPID with any schooling!,negative,negative,0.9934,potentially threatening_content
"Once again, truly ""moderate"" Muslims (Sufi) are slaughtered by mainline Muzzies.  It is IMPOSSIBLE for a peaceful/reformist form of Muzztardia to form because the tiny population of such are killed off all the time, all over the place.  Reformation in muzztardia is impossible.","Once again, truly ""moderate"" Muslims (Sufi) are slaughtered by mainline Muzzies.  It is IMPOSSIBLE for a peaceful/reformist form of Muzztardia to form because the tiny population of such are killed off all the time, all over the place.  Reformation in muzztardia is impossible.",negative,negative,0.0021,
Ben Rhodes another Obama POS.  He looks worried about jail time.  ,Ben Rhodes another Obama POS.  He looks worried about jail time.  ,negative,negative,0.0008,
Common Purpose INDEED.  Just watch their faces: scared to answer !,Common Purpose INDEED.  Just watch their faces: scared to answer !,negative,negative,0.0006,
