text,label,stereotype_type,category,Sentiment,Regard
fuck you and fuck YOU  GIF|Photo|Poll;&     },0,other,unrelated,negative,negative
#facebook thought I would like this shit.,0,other,unrelated,negative,negative
Bayer pesticide banned over threat to honeybees  ,0,other,unrelated,negative,negative
"Socialism is Evil incarnate and those who support it are leeches too lazy to work and pay their own way, Show me a lazy person and I will point out they are also likely a thief",1,other,unrelated,negative,negative
Found something they're good at   No matter how far that finger probes you won't find a brain,0,other,unrelated,neutral,positive
It's just as foolish and just as violent. I don't discriminate against holy books. They're all a crock of shit to me,0,religion,neutral,negative,negative
"Yes, if I did it, no one might believe me; but I'm not Paul Nehlen. Nehlen's credibility would easily win that battle, because he's out there in the public eye not hiding behind a fake persona like RV. ... I will agree with you that Paul may have known exactly what he is doing, but has not revealed ",0,other,unrelated,neutral,negative
You definitely win the prize...laugh of the day,0,other,unrelated,positive,positive
I read that In-N-Out actually donated MORE to the Demonrats; it's the fact that they donated to the Republicans at all that has the Demonrats' panties in a twist...,0,politics,neutral,neutral,negative
I can't stand them hazas. A haza is a pig that don't fly straight.,1,other,unrelated,negative,negative
Reeducation vs cultural reducation. ,0,other,unrelated,neutral,negative
@a @e @u Congratulations for today's victory against evil adversity.   You rule!,1,other,unrelated,positive,positive
Commies  They need to be driven from this world. Now. And forever Misanthrope,0,politics,neutral,negative,negative
"Good luck with that, snow, remember?",0,other,unrelated,positive,neutral
"With that outlook, JBP has pretty much admitted that he is rootless and supports no culture over another.",0,other,unrelated,negative,negative
Schadenfreude - it's not just for breakfast any more. ,0,other,unrelated,negative,neutral
Whose the retarded bitch waiting for winter?,0,other,unrelated,negative,negative
"""I don't have an argument so I will call him a JOO""",0,other,unrelated,neutral,neutral
allah likes it in the ass,0,religion,stereotype,negative,negative
14 July 2018 - Trey Gowdy Took Strzok To The SHED In A Huge Way Over His Texts - ,0,other,unrelated,neutral,neutral
"@CmdrSlamm @Cocoabear @DoomsdayLibrary @HERALDofYAH @FIEDEI_DEFENSOR   FBI Only Read 3,000 Out of 700,000 Emails Found on Weiner Laptop – Comey Lied  ",0,other,unrelated,negative,negative
This Alex Jones shit makes me hope the Anti Trust people go after these companies Break them up like the oil companies and phone companies,0,other,unrelated,negative,negative
"All the best, every day.  Memes, memes, and more memes. ",0,other,unrelated,positive,positive
"MEDIA Announcement: I will be live on Facebook with @KevinJJohnston‍ of www.freedomreport.ca Thurs. Feb 1, 9AM E/4PM Israel time from #Jerusalem.",0,other,unrelated,neutral,neutral
"Young white man, 22, murdered in skate park; three blacks blamed  ",0,other,unrelated,negative,negative
Lmfao No on all accounts.,0,other,unrelated,negative,neutral
Big tech needs to be broken up.,0,other,unrelated,negative,neutral
His. His Visa was denied. Correct pronouns please.,0,gender,neutral,negative,neutral
Lindsey Graham is a ridiculous man!  WATCH: Lindsey Graham Said In 2013 That Not Everyone In ‘Hellholes’ Can Come To U.S.  ,0,other,unrelated,negative,negative
Lying Traitor #senJohnMcCain’s Handoff to FBI's Comey Turned Trump Hoax Dossier Into Urgent Matter   Intent of the jealous SOB! He betrayed US in Nam; tried subverting Trump & can't depart the earth soon enough #tcot #pjnet #maga #lnyhbt #wakeupamerica #molonlabe,0,other,unrelated,negative,negative
"I'm glad more whites are starting to awake. As for yours truly, I've been awoke since 1998, thanks mostly to this giant of a man.",0,race_ethnicity,neutral,positive,positive
I miss Tom Petty.  F'kin opioids,0,other,unrelated,positive,neutral
"Reality bites Auntie Max, Maxine Waters, in the ass!  Throws a meet and greet campaign rally for her beloved Millennials.  Despite slogan Millennials come energized, ready to get the vote out,"" she plays to empty seats when only 10 show up.  #Gab #GabFam #SpeakFreely #Chat #Americans",0,other,unrelated,negative,negative
Thank you for this speech. He was a special man. He has something in common with Trump. Trump is hated by the left now like Reagan was hated by them then.,0,other,unrelated,positive,other
"Yeah, I watch old war films too. It's amazing really what a person can see on it. I'm not much into war myself. My family has suffered through enough of it. The technology that all the sudden appears is interesting though.",0,other,unrelated,positive,positive
Two idiot Canadian robbers try to elude the police.  Badly.  ,1,other,unrelated,negative,negative
Hamilton area business learns that exposure on social media can have dramatic downsides. ,0,other,unrelated,neutral,negative
"Just think - Truth and no income tax, gov debt or fiat-guaranteed devaluation.",0,other,unrelated,neutral,negative
Had another amazing experience with pure shard MDMA last night. Please experience this at least once in your life ❤,0,other,unrelated,positive,positive
"With respect ur 100% wrong we need to be worried about ppl abusing the right wing anti immigration sentiment and moving it into the direction of support for soft multiculturalism. ""mass immigration is ok as long as the immigrants speak english and dont rape kids"" sentiment tjats wot Tommy stands for",0,nationality,stereotype,negative,negative
Cool. All I needed was another reason to hate #JerryBrown #California   ,1,other,unrelated,negative,negative
@NeonRevolt Your site is down,0,other,unrelated,negative,neutral
I just had a stuffed potato for dinner... if I'm Slavic doesn't mean I'm a stuffed potato stuffed with a stuffed potato?,0,other,unrelated,neutral,neutral
Reminder:  Hulu is censoring free speech.  (Laura Ingraham),0,other,unrelated,negative,negative
Italy: Danish Tourist Allegedly Raped By Migrant Street Vendor With Three Prior Rape Allegations  ,0,other,unrelated,negative,negative
   RED ALERT: THE ENEMY IS INSIDE THE GATES  #FreeAssange #TrumpColludedWithGod #Geoengineering #PharmaLies #5GTakeover #MAGA #NoDACA #Gab #Dtube,0,other,unrelated,negative,negative
"...nice, or just keep it unloaded (and say your forgot you unloaded it this morning).",0,other,unrelated,neutral,neutral
Piss off you red-headed fuck.,0,other,unrelated,negative,negative
Listen to this voice recording sessions where AWD members claim to be O9A satanists. Spread this gab around.  ,0,religion,neutral,negative,negative
Never forget African Americans are Patriots and friends as well and have been for a long time.  ,0,other,unrelated,positive,positive
"Yeah tell me again how I'm ineffective, that's definitely going to uhhh trigger some insecurity and undermine the uhhhh core reason I make stuff (which is some altruism nobody has but very few realize nobody has)  Just make sure you go out of your way to find my post, know who I am,  person with som",0,other,unrelated,negative,negative
Historicism ( historical determinism ) it's a pseudo-scientific crap.,0,other,unrelated,negative,negative
"  'The Ark of the Covenant Has Been Found'  After viewing this unique video, your mind just might hear Paul Harvey saying: ""And now, you know the rest of the story""  (connected to the Crucifixion of Jesus, the Messiah; Significant modern archaeology discoveries).  This information is new to me.  50 ",0,other,unrelated,positive,positive
"It's a Saturday BBQ for us today,  with my man doing his part by grilling the perfect steaks and burgers. I'll happily be making a salad and preparing sides. :) ♡   ",0,other,unrelated,positive,neutral
"Typical Christian bigotry, displaying man being tortured on a cross, in a pic for everyone to see, and at the same time trying to say their God is a loving god, lol!",0,religion,neutral,negative,negative
At least she is honest about being a hopeless postmenopausal cat lady.,0,other,unrelated,negative,negative
"#WhiteGenocide   #AusFam #AusPol #Immigration    Australia is now the fastest growing country in the OECD. With the country adding a new overseas migrant at a rate of one every two minutes and 20 seconds, the population is set to hit 25 million within months.   ",0,other,unrelated,neutral,positive
Fuck the troops,0,other,unrelated,negative,negative
new video up. enjoy. ,0,other,unrelated,positive,neutral
Kanye West; Alt Right Darling; ,0,other,unrelated,neutral,neutral
"naming the Jew makes you a government agent, Matt...  isn't that your logic?  does that only apply to Angin and other people, not to yourself?  how long have you been working for the FBI, Matt?",0,other,unrelated,negative,negative
Haha very good point! Nice one for calling me out on it.,0,other,unrelated,positive,positive
Jesus is Risen; US is Rising; SES/Serco Defeated by Trump's 5 Marine,0,other,unrelated,neutral,negative
Hey all you Gabbers. Thank you for all your support. Bright and optimistic New Year ahead. Lets keep up the Freedom movement!,0,other,unrelated,positive,positive
"Inspiring meme!  Beautiful thing is many Blacks have bravely shown their insight. That is a very encouraging movement that Sisters Diamond and Silk, Pastor Burns, Black churches...have lonely started during presidential campaign in supporting President Trump.  PRAY GOD BLESS AMERICA BE WISE and SAFE",0,other,unrelated,positive,positive
"Jew York Times warning about the evils of China's surveillance state. Of course, government spying is only bad when it's Muslims or Jews who are the target. Government spying is fine when White Gentiles are the target. 😏  ",0,race_ethnicity,neutral,negative,negative
Al Gore has done very well making a fortune off stupidity; ...other people's!  You have to be pretty dumb to buy what he's selling:  ,1,other,unrelated,negative,negative
"I do believe that is exactly what I predicted! Let me say it again, there will be a Compromise on DACA, there will be No Wall and in 3 years the Deficit will have exploded to more than 25 trillion dollars! Just remember where you heard it first and we can revisit these issues in 2 years and compare ",0,other,unrelated,neutral,other
"Thine, O Lord , is the greatness, and the power, and the glory, and the victory, and the majesty: for all that is in the heaven and in the earth is thine; thine is the kingdom, O Lord , and thou art exalted as head above all. 1 Chronicles 29:11 KJV ",0,other,unrelated,positive,positive
"@realdonaldtrump In order for this Country to move forward,  do this. Deep State Operatives that cant do there job.  #FireMuller  #FireSessions  #FireRosenstein",0,other,unrelated,negative,neutral
"Yes.  Oddly, it does not qualify as a mass shooting even when mass numbers of people are shot.",0,other,unrelated,negative,neutral
Europe 🌻 v Africa 💩,0,nationality,stereotype,negative,neutral
ty for that pic-loved drive in's-miss them they were a lot of fun,0,other,unrelated,positive,positive
Wait....what? Q proof? What...  Rothschild Bank Ensnared in Money Laundering Scandal that Led to Arrest of Malaysian President | Humans Are Free ,0,other,unrelated,neutral,negative
and an example that there are still good ppl in USA,0,other,unrelated,positive,neutral
   Survey: People Under 35 OK With Digital Spying If It Means They Receive Discounts,0,other,unrelated,neutral,negative
Still have your children in Public School? Why?,0,other,unrelated,negative,neutral
"Need a pithy neologism for that. ""Spergpost"", maybe",0,other,unrelated,neutral,negative
The Chinese are one race but they are still racist against darker skin Chinese. They call them niggers.,0,race_ethnicity,stereotype,negative,negative
"I pray for EVERYONE.    .  ESPECIALLY FOR MY OWN .   .  Trump KNOWS what he is doing.  He is a MARKETING MAN .  EVERYTHING he has done was pre ordained.   No one reaches that level in this age, lest they have been VETTED.   .",0,other,unrelated,neutral,other
"There's some evidence she was Baha'i   A Baha'i spree shooter is very weird, but not much weirder than a Baha'i instagram thot.",0,other,unrelated,negative,negative
"WSJ used to be a reliable news source.  They, along with all the media, have fallen so far.  Especially in the last 25 yrs and tremendously more during the Obama administration.  It is sickening and sad.  Yet so many say they won't believe something unless they see it on TV or in the newspaper.  Tho",0,other,unrelated,negative,other
"At a certain point - Brits are going to have to DEFEND their country and LEARN Theresa May, Merkel, et. al were BRIBED by Barry with Iran deal money to open borders for Barry's Islamic INVASION  EU leaders were BRIBED and promised to receive 5% of the PROMISED $500 BILLION in future Iran deal paymen",0,other,unrelated,neutral,negative
Don't forget--our in-house designs are 10% off until the end of the month! Order now! ,0,other,unrelated,positive,neutral
And so it begins in San Antonio ,0,other,unrelated,neutral,neutral
A childish rape fantasist without the emotional maturity to be a real man,0,other,unrelated,negative,negative
"'An amazingly good coming of age story, complete with an alternate historical backstory, an evil cabal, interesting characters and an engrossing narrative.' Now on sale for only $0.99/£0.99 #scifi US -   UK - ",1,other,unrelated,positive,positive
"Mmhmm suuure. If youre trying to scare me, you fail better people than you have tried. Run along now kid, school should be starting soon. Clearly you need it.",0,other,unrelated,negative,negative
"My Great Pyrenees Maggie, almost died of grief after chasing squirrels with her ""friend"" Kayla who showed Maggie how to play the fun game. She caught one and copying Kayla gave it a little shake. It stopped moving and no matter how hard she tried no amount of licking and nuzzling could get it to wak",0,other,unrelated,negative,positive
"'If confiscating all the guns could save even one life, it would be worth it.' Sure. But then again: - If deporting all the illegals could save even one life... - If building a tall-ass armed wall could save even one life... - If banning travel from countries full of terrorists could save even one l",0,nationality,stereotype,neutral,negative
"It’s almost as if we’re deliberately attempting to defy nature. We’re doing the reverse of what we should be doing, with everybody’s silent acquiescence, and nobody’s batting an eyelid.”  ",0,other,unrelated,negative,negative
Yeah Chicago Dindus put the Jewish guy in the mayors slot in Chicago. ,0,other,unrelated,neutral,neutral
"I am really glad you mentioned the Jew plague. As a Country of responsible humans, WE need to consider the problem of dual-citizenship. Especially with ANY desert culture. The Jews commit crimes worldwide and flee back to Israel. They are spraying the world with toxins. Does anyone believe that Geor",0,religion,neutral,neutral,negative
87 historical sources says otherwise.     47 historical references claim I know plenty.     As do the numerous sources in this article.  ,0,other,unrelated,neutral,neutral
"Some people get ""Peace Prizes.""  Some people advance actual peace.  What does it say that these are seldom if ever the same people?",0,other,unrelated,neutral,other
"BORIS: Chuck Chequers, put forward new Brexit deal and deliver independence.   “This is an opportunity for the UK to become more dynamic and more successful.”  ",0,other,unrelated,positive,positive
"Jew's killed Kennedy, killed jesus nearly 2000 years. I would give up if I was you. Hitler was the chance you had and fucked it due to drugs and smashing himmler back doors in . And adolf  wasn't even German. ",0,religion,stereotype,negative,negative
Google Cloud’s LA region goes online  by @fredericl ,0,other,unrelated,neutral,neutral
NASA Researcher: Antarctica Still GAINING Ice  ,0,other,unrelated,neutral,neutral
"Walter Williams recently wrote an outstanding explanation of why the Founding Fathers “went to great lengths to ensure that we were a republic and not a democracy.” Moreover, Williams notes, “The word democracy does not appear in the Declaration of Independence, the U.S. Constitution or any other of",0,politics,unrelated,neutral,other
"I was really just thinking about Americans. It's extraordinarily rare that I run across anyone my own age or younger who also owns or knows how to drive a manual transmission. It's a shame, they're really much more fun to drive than automatics. Good for the Europeans and Russians.",0,other,unrelated,positive,positive
I guess that makes me dumb as well. ,1,other,unrelated,negative,negative
Keep playing. I will be on the road tomorrow 😝😜,0,other,unrelated,positive,neutral
"what do you think of the concept of the Bible being a guide written by our ancestors on how to behave and remain strong? I mean if you take out some of the magic and wizardry...it basically says “Jews are bad, they’re evil money lenders, don’t trust them, they killed our homie, here’s ten things the",1,nationality,stereotype,negative,negative
"I practice to win . Click , rerack ,Click , rerack  click , rerack !  I need US to win .",0,other,unrelated,positive,neutral
Da jigaboo can't swim but dey float. ,0,other,unrelated,neutral,neutral
"Now is not a time for a ""gently nudge"" A gentle nudge to the left is what got us here.",0,other,unrelated,negative,neutral
Outside the orbit of us control?,0,other,unrelated,neutral,neutral
   Shelby Steele: Political Correctness and the Power of stigmatization,0,other,unrelated,neutral,negative
Please report and mute antisemite LARPers spamming up the boards trying to discredit Gab with their daily garbage. Thanks. They are impersonators from Twatter.,0,religion,neutral,negative,negative
There's some really impressive stuff that can be done with low frequency wireless. In my day job (@QT) we use 1-3MHz signals to deliver 40cm accurate indoor location.     I appreciate your reviewing my books. Thanks in advance!,0,other,unrelated,positive,positive
Book From 1800’s Predicts Trump Will Be ‘The Last President’  ,0,other,unrelated,neutral,positive
IE: Most humans are fucking ignorant and arrogant AND most ETs are fucking amazingly honourable and wise.  See?  Balance.  :>,0,other,unrelated,negative,negative
New Jersey Senator Found Guilty by Senate Ethics Committee | PoliZette     #NJ #ethics #law,0,politics,unrelated,neutral,negative
Communist SES Operative Edith Ramirez Gave Approval for Social Scoring on U.S. Citizens  ,0,other,unrelated,neutral,negative
So by doing so........The Democrats probably decry this man as a RACIST.......,0,other,unrelated,negative,negative
why do you say that ?,0,other,unrelated,negative,neutral
Health > Family > Success  He has the third but is obese with an ugly wife so an obvious NO.,0,gender,stereotype,negative,negative
"Want to learn more about ""Q""anon....some great resources below.  Enjoy the show.  Qanon.pub - collection of Q posts  www.neonrevolt.com - fantastic source of information - breaks down the Q posts along with anon posts from boards to help the average person understand what's happening.  Youtube:. Pra",0,other,unrelated,positive,positive
"If you thought a Code of Conduct for your open-source project was the end, no: it was just a beginning. ",0,other,unrelated,neutral,neutral
"well, it is not the place for you. Just sayin'",0,other,unrelated,negative,negative
"In our lingo Whoopi literally means Shit and where this bitch is concerned it,s 100% correct ",0,other,unrelated,negative,negative
What it needs is a jewish central bank owned and controlled by the Rothschilds!,0,other,unrelated,negative,neutral
"If someone does something that isn’t a criminal offence but the victim, or anyone else, believes it was motivated by prejudice or hate, <BS snipped>. Though what the perpetrator has done may not be against the law, their reasons for doing it are. This means it may be possible to charge them with an ",1,politics,unrelated,negative,negative
Show of REPOSTS... who is voting for Trump 2020?  #gabfam #trump2020 #geotus #basedpresident,0,other,unrelated,neutral,negative
"that includes me, I've had a very interesting life and straightened up. The real reason I am on this path is because of what I was involved with. Corruption is rampant through every level of business and people are easily blindsided. ",0,other,unrelated,positive,positive
It will be their time someday... have faith. As a Caps fan I know how that feels.,0,other,unrelated,positive,positive
"TFW listening to old aussie rock from my early 20s, and finding J-wokeness in it that I never noticed back then     Cog - Problem Reaction Solution",0,other,unrelated,neutral,neutral
where i live everyday is fall. ,0,other,unrelated,neutral,neutral
"The worst sex grooming case of all? Abducted as a teen held prisoner for 12 YEARS, repeatedly raped, twice forced into marriage & had EIGHT abortions. Made to learn the Koran in Arabic and allowed to speak only in the Pakistani languages.   via @MailOnline",0,religion,stereotype,negative,negative
"cool thanks man, its only a minor point I thought i was missing something. I'll figure out something without the line breaks.",0,other,unrelated,neutral,neutral
"I've always been in favour of at least some police being armed here because we were at one point the city with the worst gun crime (dunno if we are now, too lazy to check) but I guess I just hate what it's come to /end of my sad ramble",1,other,unrelated,negative,negative
"SMH, well I guess I just WON'T deal with that company.",0,other,unrelated,negative,neutral
The #TrumpKimSummit Summed Up Perfectly  History Was Made  But A Raccoon Is More Important  #TRUMP #DeepState #QAnon #QAnon8Chan #FollowTheWhiteRabbit #TheStormIsComing #TheGreatAwakening #TheStormIsHere #CoreyStewart #mprraccoon @GaltsGultch,0,other,unrelated,neutral,neutral
"I actually do have an idea on a post about that... about how Dr. Frank N. Furter at least kept his activities behind closed doors and by invitation only, and had the decency to not parade it down Main Street or demand we bake it a cake.",0,other,unrelated,neutral,negative
The End of the Internet. We need a New Internet.,0,other,unrelated,negative,neutral
#Lectionary up ,0,other,unrelated,neutral,neutral
"Or, if rule of law doesn't matter: we could just let them all out.",0,other,unrelated,negative,neutral
Exactly. The same people who can't use math to balance our national budget are going to use math to take us into outer space. They can't use mathematics to fix the hood but mathematics will get us to Mars.,0,other,unrelated,negative,other
"Obstruction of justice at least and probably a half dozen other felonies if we dig deep enough.  She drank the Jim Jones Kool-Aid served shaken, not stirred with no ICE.",0,other,unrelated,negative,negative
"If there weren't any muslims in America, this would not happen. London mayor says ""this is life in the big city. Get used to it."" And everyone just goes along with it. And muslims embed themselves deeper. ",0,other,unrelated,negative,other
Trump is Unstoppable - By YOUR Power JESUS CHRIST of Nazareth ,0,other,unrelated,positive,negative
If you ever you ever lost at a sport then you might have some idea how it feels to be on the losing team.... try not to agitate the liberals around you this week... it's like being at a zoo where the animals are angry and don't have any cages. or fuck it shoot em like BIG GAME if they get out of lin,0,other,unrelated,negative,negative
Media Blackout: Arrests In New Mexico Compound Have Connections To The Democratic Party And CNN  ,0,other,unrelated,neutral,negative
"This has been a hellish day for yours truly.   However, the news of McTraitor brightened it up.",0,other,unrelated,negative,negative
"24:29. It is no fault on your part to enter houses not used for living in, which serve some (other) use for you: and ""I AM"" has knowledge of what ye reveal and what ye conceal.",0,other,unrelated,neutral,negative
Damn Judge. Here I was hoping that you would shoot them for being Stupid.  ,1,other,unrelated,negative,negative
These are the same people that were spamming Gabbers with tranny porn. They are trying to get people to threaten them so that they can use those threats to take Gab down. Better to mute them...,0,other,unrelated,negative,negative
"And Now there is a 2nd Memo-Investigation into the FBI Fisa and ""that guy who lie to the FBI ""..  Can you imagine that?   Lying to the FBI.  Your are right.... drip-drip,  drip-drip-drip  then  Niagra Fall Down pour.",0,other,unrelated,negative,negative
"Say what you want about South Africa, but Blacks there stick together. A lot of them might be ignorant of how much colonization helped them but they damn well remember apartheid and want revenge.",0,other,unrelated,negative,negative
NSFW 'He is the one who almost killed several of the boys to the point where his host no longer invited him. Our actor had a preference for tweens who didn't speak English.'  ,0,other,unrelated,negative,negative
My bad. I didn't realize it was that deep into bashing of conservatives. Sounds like Trolls doing bashing. Could be trying to disrupt Gab.?,0,other,unrelated,negative,negative
LOL,0,other,unrelated,neutral,neutral
"Absolutely, & gm to you, my friend! Have a great day, whatever you get into!",0,other,unrelated,positive,positive
"This is the future for your white children's children...if you keep refusing to fight, white men and women.",0,race_ethnicity,neutral,negative,negative
  Please sponsor a flower to help the survivors & their families. At £2 it is less than the price of a coffee. Thank you. #1400 #NotJustRotherham,0,other,unrelated,positive,positive
Glorious victory for the white man!,0,other,unrelated,positive,positive
Where is that Nicolas Cage meme when you need it?  Bill Clinton: Press went easy on Obama because he's black.  ,0,race_ethnicity,neutral,neutral,negative
You have officially been jewed.,0,religion,neutral,negative,negative
"@ImpeachDonaldTrump Your blue wave will be wiped out with our Red Tide! The 'blue wave' Dems have shown themselves to be deranged, delusional, insane people who want to destroy our America!  Will we allow this?  They shoot our people with snipers, then kill our Americans at concerts, they would glad",0,politics,stereotype,negative,negative
He can't. The system is completely gridlocked by these judges and whorish politicians. Mexico can just slowly terraform our country until it turns into another Mexico. They don't need to send an army. Just voters that the Left can use for power and the Right can use for cheap labor. It's shit like t,0,politics,stereotype,negative,negative
Beware! Russia's #Kaspersky Lab Detects New #Trojan Out for Your #CryptoWallets  ,0,other,unrelated,neutral,neutral
Not sure I would date a Russian. ,0,other,unrelated,negative,neutral
#Macron stirring brewing up more trouble in #Syria!  … #EmmanuelMacron #SyriaCrisis #SyriaConf2018 #France #Trump #MAGA #Globalists #Globalism #Globalist #globalization #Assad #Russia #Putin #MiddleEast,0,other,unrelated,negative,negative
"it is...take computers, phones and TVs in garbage😂😂😂",0,other,unrelated,negative,neutral
"High points: 1. Jews have extremely high outbreeding rates, on the order of 50%, which makes the idea that they are evolving separately from their host populations hard to support",0,race_ethnicity,neutral,negative,negative
"Video removed by YouTube for ""spam"" is on BitChute:    @BitChute‍   #censorship #freespeech",0,other,unrelated,negative,negative
"Because of this election, I never want to hear shit about a rape culture in America.  It just does not exist.",0,other,unrelated,negative,negative
@Patrick_little  The politicians with dual citizenship between America and Israel. Stock up on rope!  (Continued)  Pentagon’s Defense Policy Board – Kenneth Adelman  White House Spokesman – Ari Fleischer  Federal Reserve Vice-Chair – Stanley Fischer,0,other,unrelated,neutral,other
A screeching harpy with a bug up their ass about #Gamergate.  Please select from the comprehensive list below:,0,other,unrelated,negative,negative
Twitter is off the deep end if they think they can continue to censor + push conservative voices off their platform when WE'RE the only thing keeping their shitty platform alive!    #BoycottTwitter and leave them w/ a TOTAL liberal echo chamber. It's the least we can do after how we've been treated!,0,other,unrelated,negative,negative
Oh yea...that's the kind of talk I like to hear....,0,other,unrelated,positive,neutral
"*crack* *sips* Ah, Daggerfall. Now there was an Elder Scrolls Game.  ",0,other,unrelated,positive,neutral
"Winston Churchill called it right, he called them crocodile feeders, those that feed the crocodile in the hope that the crocodile won't eat them. Little do they know they will be the first to get it should the barbarians ever win.",0,other,unrelated,negative,other
"Yes indeed, I was always partial to Ginger, I like tall gingers in particular!   ;>)",0,other,unrelated,positive,neutral
Nature doing what nature does - making the best of everything: ,0,other,unrelated,positive,positive
"That's infuriating.  The NRA needs to start taking up the case against that de facto 2A repeal, lame police excuse that ""oh he was carrying, so unloading a full magazine of 9mm into him was totally justified"".  That ought ONLY fly if they can prove the slain person attempted to abuse their firearm t",0,other,unrelated,negative,negative
"Imagine thinking racialism is less relevant to young Whites than the church or the Bible.  Imagine thinking ""muh Bible"" is going to fly in the Information Age when this religion has been falling apart since the dawn of the printing press.",0,other,unrelated,negative,negative
I found a picture of PM May with Angela Merkel as teenagers. ,0,other,unrelated,neutral,neutral
Battle Hymn of the Republic was played by both sides.,0,other,unrelated,neutral,neutral
"Israel wins because of winning and Arabs ""win"" because of losing, or martyrdom.  I know which I prefer.  I'd rather the rest of the world stayed out of it, but the Muslims want to take over, and many Jews basically have.  If it's profitable, we should be involved, sadly.  If not, Israel wins.",0,religion,neutral,neutral,negative
"Hi. I'm Shakeba.  I'm a 35 year old female. African American, born and raised in Los Angeles, CA. Currently a YouTube commentator. Very glad and relieved to have found this site. After Twitter's latest report of shadow banning and Facebook's deleting (taking down) 34 pages off it's site, I deactivat",0,other,unrelated,positive,other
Will anything be done about this is the question.  I'm growing a little impatient.,0,other,unrelated,negative,neutral
"not gunna lie. went there expecting to see photos of bizarre viking artifacts, and maybe travis fimmel's face",0,other,unrelated,neutral,neutral
@davydawg @horowitz39 If you really believe that mainstream media propaganda you don’t either ,0,other,unrelated,negative,negative
"Hmmm.  8,000 posts  20,000 likes  That's a 2.5 like to post ratio.  #GabMath",0,other,unrelated,neutral,neutral
"The existence of our country as it was founded depends on the criminals in government being brought out into the light, prosecuted, and imprisoned for the rest of their earthly lives. ",0,other,unrelated,negative,negative
Looks like a democrat plot to me,0,politics,neutral,negative,negative
That White background is raycist..,0,other,unrelated,negative,neutral
Just another reminder to do our civic duty!,0,other,unrelated,positive,other
I watch you to get an opinion from a hard line ancap. If that makes you feel better. ,0,other,unrelated,neutral,neutral
"February 2 is now, and forever more, ""Patrick Henry Day""",0,other,unrelated,neutral,neutral
"This can ONLY open the door to better Voter ID laws  Voter ID got challenged in court last time in North Carolina  THIS time, the Legislature ask #WeThePeople whether or not WE want it  Needless to say, Liberals, Democrats, NAACP, ACLU etc setting their hair on fire  ",0,other,unrelated,negative,negative
I sure hope there is an indictment with her name on it. ,0,other,unrelated,negative,negative
@MattysModernLife thanks for the like - your YT content is great.  Come find me on Minds :)  ,0,other,unrelated,positive,positive
They are hoping the judge revokes bond. It's not like they kil...oh It's not like they were on a terrorist watch li... Oh It's not like they had a written manifest.... Oh ,0,other,unrelated,negative,negative
"VIDEO: Another White man loses his job due 2 merely questioning 1 of the exalted niggers we're supposed 2 worship. Is 1 of several recently regarding pools which (((media))) keeps trying to mislead us 2 believe r PUBLIC pools, when r PRIVATE (apartments, hotels). Very common 4 nigs who don't live su",0,race_ethnicity,stereotype,negative,negative
Announcing the NEXT #WhoWouldWin Show:  @JamesGavsie will defend #Nightcrawler As he’s hunted down in the Savage Land by the #Predator (w/ @JSandlinWriter)  @WriterStreamer rules the winner of this great Hunt!,0,other,unrelated,positive,negative
The blind leading the blind. #AndyStanley  ,0,other,unrelated,neutral,neutral
"This present gun control situation sucks. But the reality is had Hillary won, we'd be where we are right now. All this hate for white men, men in general, republicans, conservatives, guns, that has been fueled and fired for the last 15 months; it was in the plans all along for deep state.",1,other,unrelated,negative,negative
Another Gab TV link that leads to no where.....,0,other,unrelated,negative,neutral
dam sun,0,other,unrelated,neutral,neutral
#Reconquest Episode 107: Battle Fatigue and Fighting the Lost Cause  … … via @Brother_Andre only @veritasradionet  #CrusadeChannel #CatholicGab #radio,0,other,unrelated,neutral,positive
"gender traitors, lol if we got rid of harry potter and the handmaids tale what would these fucking idiots have.   Not one of them could slog through the pile of shit that is ""das kapital""",0,gender,stereotype,negative,negative
Why dont you opt out and go back to twitter,0,other,unrelated,neutral,neutral
Rep Chris Stewart 1 on 1 with Judge Jeanine.  ,0,other,unrelated,neutral,neutral
Meadows: Lawmakers ‘seriously’ considering charging DOJ officials with contempt of Congress  ,0,other,unrelated,neutral,negative
LEOs are the only thing stopping the niggers from just going full chimpout. Sometimes they do anyway.,0,race_ethnicity,stereotype,negative,negative
"How do you free Tommy Robinson? The answer is so simple, you'd be surprised. You deliver your demands, if they laugh at you, riot, threaten to push into the jail he's being held at, threaten to burn down the city/town and begin to riot, push against them, attack, attack attack, and don't stop until ",0,other,unrelated,negative,negative
"RT EWTN    Jean M. Heimann, Fatima: The Apparition that Changed the World  …  …  ",0,other,unrelated,neutral,positive
"YEAH, BABY !!!",0,other,unrelated,positive,neutral
"Changing one habit for another does not make one free, you still have a habit to distract you!",0,other,unrelated,negative,negative
It truly is satan's world and the democrats are his minions.  ,0,politics,neutral,negative,negative
Sarah SANDERS to be first Press Secretary to get Secret Service Protection   ,0,other,unrelated,neutral,positive
no - they dumped it on purpose.  deep state must be so proud of gab!!  ,0,other,unrelated,negative,positive
"me too, we got our 1st TV in 1950.",0,other,unrelated,neutral,neutral
So who is really president because it's not this guy?,0,other,unrelated,neutral,other
He's going to win so bigly.....,0,other,unrelated,positive,positive
